date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume
2026-06-02,-0.245874983152,0.0953827874345,50,0,-0.238533305229,0.04996949626,40,0,43300,43300,41100,42550,3434966,16.28,16.29,15.71,15.77,0
2026-06-04,-0.207516772394,0.240405495522,9,0,-0.203300768956,0.0448649071531,65,0,41850,42750,41350,42000,2029148,16.33,16.8,15.18,15.4,0
2026-06-05,-0.308693424056,-0.00681448014914,35,0,-0.275260676043,-0.0588456223616,31,0,41250,41500,39800,40250,1968515,15.87,21.57,15.56,21.51,0
2026-06-08,-0.331234985015,-0.00977650946125,24,0,-0.206915727031,0.0302120127454,63,0,37850,39800,37750,38600,2625755,20.29,20.35,17.94,18.92,0
2026-06-09,-0.173954150793,-0.0277998472538,55,0,-0.296015157919,-0.0189580462535,31,0,38850,40100,38700,39500,2013579,18.19,23.34,17.52,19.87,0
2026-06-10,-0.419560044077,-0.135818646634,75,0,-0.335799631644,-0.0800170259467,45,0,38700,39100,37400,38150,2127595,20.1,22.66,20.06,22.22,0
2026-06-11,-0.0404977598318,0.204273002493,22,0,-0.372399209652,-0.0456481509824,51,0,37150,39700,36500,39300,2013343,21.25,22.59,19.36,19.44,0
2026-06-12,-0.229719156017,0.191303272983,18,0,-0.16652413256,0.0858761358237,38,0,41350,43000,40300,41500,4079208,19.51,19.85,17.59,17.68,0
2026-06-15,-0.273026643406,0.0531516160617,48,0,-0.0917810198438,0.166868913059,32,0,41600,41700,40550,40750,1908601,16.78,16.85,15.98,16.2,0
2026-06-16,-0.350109752855,-0.0215052457107,21,0,-0.181378479867,0.0734957210714,21,0,41100,41400,40450,40450,1427296,16.2,16.44,15.77,16.41,0
2026-06-17,-0.14786306419,0.0825436503662,33,0,-0.322010299564,-0.0230795805629,31,0,40500,41250,39600,40550,1138416,16.08,18.84,16.02,18.44,0
2026-06-18,-0.2946936798,-0.0293211055498,48,0,-0.143851081053,0.0345230752237,19,0,40200,40200,39250,39300,1196377,17.23,17.6,16.35,16.4,0
2026-06-19,-0.408264638245,-0.136068758399,43,0,-0.379664953203,-0.136893933422,31,0,39300,39700,37500,37750,2414692,,,,,
2026-06-22,-0.185572691565,0.130680890455,11,0,-0.253231973817,0.0791408061457,57,0,38250,38500,36800,36800,1352403,17.48,17.92,16.49,17.28,0
2026-06-23,-0.434081483085,-0.170203565699,39,0,-0.371240902092,-0.0796988613067,42,0,36550,37100,34250,34250,1929040,19.67,20.54,18.61,19.49,0
2026-06-24,-0.324175827358,-0.0433785356499,33,0,-0.283327506538,-0.0333485916989,50,0,34100,34600,33500,34000,1655613,19.13,20.34,18.04,18.63,0
2026-06-25,-0.185718439381,0.0190381165821,16,0,-0.216600475634,-0.0866246831975,30,0,34450,35800,34200,34250,1678291,18.11,19.95,17.72,18.89,0
2026-06-26,-0.3131489478,-0.025990936748,53,0,-0.180676901913,0.109690632469,38,0,34550,34600,32250,33150,1776988,19.7,20.72,18.2,18.41,0
2026-06-29,-0.0976766201256,0.142208987485,39,0,-0.314589825828,-0.0340209995152,67,0,33050,36300,32600,35850,1802862,18.6,19.45,17.49,17.65,0
2026-06-30,-0.295180472945,-0.156279478908,33,0,-0.08105530034,0.306758948088,30,0,35800,35900,34550,34550,1238767,17.54,17.75,16.27,16.45,0
2026-07-01,-0.200202585559,0.240708549096,13,0,-0.294145760807,0.0367144307384,19,0,35350,36100,34400,34800,1541412,17.11,17.3,15.97,16.59,0
2026-07-02,-0.0530965105131,0.133116516041,32,0,0.274613929645,0.243704666636,11,0,34800,36350,33800,35250,2227923,17.05,17.21,15.79,16.15,0
2026-07-03,-0.315826451203,-0.0117062452977,30,0,0.0131842338462,0.239258185377,13,0,35950,36250,33850,35500,1867705,,,,,
2026-07-06,-0.0733351585103,0.121448958115,34,0,-0.3415897149,-0.133844878446,41,0,35500,36300,34850,35600,1289188,16.4,16.5,15.56,15.57,0
2026-07-07,-0.323899669294,0.0936364527204,36,0,-0.0940834194259,0.115626428031,27,0,35600,35950,34400,35400,1704255,15.87,16.64,15.53,16.13,0
2026-07-08,-0.258547010445,-0.103793576979,29,0,-0.244742470214,-0.0437661789526,19,0,35450,35950,33400,34650,2205415,16.55,18.91,16.35,16.9,0
2026-07-09,-0.136390586368,-0.0508909442653,34,0,-0.258620151124,0.0216038717206,33,0,34700,35100,33400,33650,1897906,16.58,17.27,15.76,15.84,0
2026-07-10,-0.039695359375,0.188183232174,20,0,-0.230572499136,-0.0134758830779,50,0,34150,36350,34150,35350,2167200,16.06,16.16,14.96,15.03,0
2026-07-13,-0.389415681925,-0.170193974805,26,0,-0.288432485919,-0.0800237004389,27,0,35400,36100,34450,34750,1677515,16.32,17.41,16.03,17.16,0
2026-07-14,-0.262030519483,-0.164550397234,29,0,-0.182176099925,0.128149803276,24,0,35050,35050,33700,33850,2147915,17.21,17.56,16.15,16.5,0
2026-07-15,-0.121997316244,0.105118800019,38,0,-0.212004596143,-0.0340474762727,35,0,34600,35950,34550,34900,1890167,16.2,16.57,15.64,15.67,0
2026-07-16,-0.190046663032,0.117895688709,16,0,-0.136439455648,-0.00125655089136,25,0,34700,36450,34150,35900,2680070,15.82,17.23,15.77,16.73,0
2026-07-20,-0.320754410435,0.0417581843296,23,0,-0.220325490156,-0.17062643404,37,0,35600,36200,34350,35050,1867585,18.9,18.94,17.41,18.65,0
2026-07-21,-0.143185337999,0.124772255334,32,0,-0.251322845985,-0.063803790475,20,0,34900,35900,34250,35300,1324450,17.48,17.99,16.86,17.05,0
2026-07-22,-0.1400969748,-0.030624106081,10,0,-0.176339908087,0.0472458164158,19,0,35750,36650,35400,35500,1749428,17.42,19.49,16.64,16.64,0
2026-07-23,-0.133483005691,0.118452013104,38,0,-0.08970773445,-0.003360256,6,0,36100,37175,35550,37150,2251715,17.67,20.31,17.32,18.7,0
2026-07-24,-0.117766538647,0.0738758052476,17,0,-0.0705941839737,0.0672750416632,19,0,36450,36800,35500,36200,1679130,18.96,19.05,17.41,18.58,0
2026-07-27,-0.196278928155,0.0924142651636,22,0,-0.283339421481,-0.111116026141,27,0,36950,37500,35850,37050,1800149,17.62,19.93,17.53,18.67,0
2026-07-28,-0.179057494341,0.00716842855074,27,0,0.0751946443357,0.143836653257,14,0,36400,37100,35250,35650,2003037,19.05,19.52,17.88,18.21,0
2026-07-29,-0.138315791467,0.0275150266682,25,0,-0.180113965538,-0.0944046222769,13,0,36200,37900,34650,35300,4912823,18.27,20.88,17.45,20.66,0
2026-07-30,-0.195665335612,0.172608149828,16,0,0.107734767737,0.1596844075,16,0,35000,37050,34750,36150,2599309,19.56,20.08,17,17.09,0
2026-07-31,-0.113320416052,0.172404370471,29,0,-0.063059788984,0.22702130455,10,0,37050,37600,35750,37400,3029760,16.82,18.7,15.82,15.99,0
2026-08-03,-0.154481973967,0.0973476988333,6,0,-0.223642136232,-0.0462427592346,37,0,36650,37500,35900,37200,1702786,16.03,16.3,15.54,15.86,0
2026-08-04,-0.231974024641,0.0700577660231,32,0,0.0644373606,0.0600649358267,15,0,37600,38000,36700,37900,2281800,15.76,16.65,15.51,16.5,0
2026-08-05,0,0,0,1,-0.101672850536,0.108225031172,22,0,38100,39350,38000,38150,2573345,16.15,18.43,15.48,15.81,0
2026-08-06,-0.279857670695,0.061550092418,13,0,-0.134950465257,0.0485968712028,16,0,38350,38400,36750,38300,2375197,15.83,16.03,15.11,15.15,0
2026-08-07,0.11021785675,0.336728697845,31,0,-0.0256836633026,0.166764090303,23,0,38300,40600,37800,39900,3984335,15.3,15.36,14.77,14.9,0
2026-08-10,0.04240295195,0.284657951143,8,0,-0.0526034476923,0.119434273493,30,0,39850,39850,38500,39550,1963362,15.4,15.72,15.1,15.46,0
2026-08-11,0.0546948745015,0.206751651024,41,0,-0.261352875965,0.0275766211333,15,0,39450,41000,39200,40700,2642980,15.42,15.61,15.23,15.28,0
2026-08-12,-0.08675512425,0.0657179454167,12,0,0.154796166415,0.279409851805,20,0,40700,41450,39500,39550,2365015,15.28,15.42,14.39,14.55,0
2026-08-13,-0.221773855273,0.188306431555,22,0,-0.184971502216,0.0284881246533,19,0,39800,40400,39150,40100,2630545,14.68,14.8,14.39,14.63,0
2026-08-14,-0.184690932758,0.117458226976,54,0,0.193597281575,0.296547446387,8,0,40100,41400,39500,40000,2095637,14.64,14.72,14.18,14.25,0
