date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume
2026-06-01,-0.303271817093,-0.062729985113,27,0,0.0864751927589,0.319816516217,18,0,215000,215000,205000,207000,662016,15.88,16.34,15.71,16.05,0
2026-06-02,-0.252844830912,-0.0383086549017,26,0,-0.215858071115,0.125392409352,26,0,203500,218000,197900,198000,867237,16.28,16.29,15.71,15.77,0
2026-06-04,-0.147127531109,0.151893424841,22,0,-0.1603974661,0.215396771077,20,0,201500,209000,196200,197400,656199,16.33,16.8,15.18,15.4,0
2026-06-05,-0.227876067335,0.159151576389,26,0,-0.372340494889,-0.0621862964767,18,0,197500,198000,180100,180100,772457,15.87,21.57,15.56,21.51,0
2026-06-08,-0.272691467532,-0.00622653956,28,0,-0.336355469564,-0.0793434675762,42,0,170000,171400,158500,159700,651414,20.29,20.35,17.94,18.92,0
2026-06-09,-0.199237232947,0.190348700432,29,0,0.124064774459,0.282397235297,22,0,161900,171800,160500,167600,663769,18.19,23.34,17.52,19.87,0
2026-06-10,-0.362306247733,-0.20404819464,6,0,-0.185231948483,0.00319637704348,23,0,166000,172700,161000,164500,536210,20.1,22.66,20.06,22.22,0
2026-06-11,-0.289893762864,0.0735533133678,27,0,-0.452247643754,-0.1097151516,8,0,159900,164300,155500,164300,898577,21.25,22.59,19.36,19.44,0
2026-06-12,-0.00798443947778,0.149372994022,9,0,-0.00589763051457,0.336724980766,23,0,172200,178600,168100,170000,642248,19.51,19.85,17.59,17.68,0
2026-06-15,-0.0705557417471,0.262110559801,24,0,0.033645939545,0.310478430236,20,0,178400,186500,176900,186500,510682,16.78,16.85,15.98,16.2,0
2026-06-16,-0.154320124336,0.240336639683,18,0,0.0631746363379,0.404114530515,24,0,185900,186400,179100,179500,472518,16.2,16.44,15.77,16.41,0
2026-06-17,-0.245566624455,0.0531328379755,11,0,-0.208995311925,0.0900053756842,25,0,182600,183100,177000,180000,361009,16.08,18.84,16.02,18.44,0
2026-06-18,-0.329547054043,-0.0747893763348,23,0,0.0763153938054,0.248772859535,13,0,178300,179400,170200,172300,516097,17.23,17.6,16.35,16.4,0
2026-06-19,-0.337295885662,-0.131504084307,34,0,-0.228371443573,0.0465835238545,22,0,171400,175600,164700,169400,905391,,,,,
2026-06-22,-0.307742797418,0.00902742986605,38,0,-0.236741467837,-0.0686644044481,27,0,169400,171500,162600,166700,480379,17.48,17.92,16.49,17.28,0
2026-06-23,-0.377358241632,-0.0205002456229,19,0,-0.154408371536,0.0400715709045,22,0,165400,170800,150400,150900,683987,19.67,20.54,18.61,19.49,0
2026-06-24,-0.267915696861,0.0402340475685,23,0,-0.0888305060286,0.118787449289,28,0,150200,156500,146000,152500,521863,19.13,20.34,18.04,18.63,0
2026-06-25,-0.28965847364,0.019353188575,20,0,0.234600293536,0.3120980943,11,0,152200,156200,142900,144000,536834,18.11,19.95,17.72,18.89,0
2026-06-26,-0.295556934287,-0.0514947746185,26,0,-0.175587346533,0.194867770119,21,0,142300,143900,129600,133700,797620,19.7,20.72,18.2,18.41,0
2026-06-29,0.00895242391066,0.270325319818,35,0,-0.217407207906,0.00538895420973,37,0,133000,156500,132400,154500,952726,18.6,19.45,17.49,17.65,0
2026-06-30,-0.233984301133,0.0089450682772,30,0,0.140952695179,0.418621929953,17,0,154600,154600,142500,142500,984155,17.54,17.75,16.27,16.45,0
2026-07-01,-0.03929622054,0.153247537104,39,0,-0.131047653597,0.02570902001,40,0,134300,142500,129500,132700,1507199,17.11,17.3,15.97,16.59,0
2026-07-02,-0.419380922908,-0.0086256304044,25,0,-0.131028655669,0.160245611123,29,0,129800,130800,122600,125500,661857,17.05,17.21,15.79,16.15,0
2026-07-03,-0.236937368842,0.0692906823954,36,0,-0.371540270741,-0.119789641272,29,0,123000,125300,115300,124400,581378,,,,,
2026-07-06,-0.229814359326,-0.00177037414861,36,0,-0.103900689889,0.050532771361,30,0,124500,125200,117300,121700,388813,16.4,16.5,15.56,15.57,0
2026-07-07,-0.14691142977,0.023656345125,20,0,-0.33022691531,-0.111990594353,23,0,120600,125700,117500,120200,486586,15.87,16.64,15.53,16.13,0
2026-07-08,-0.254905056692,-0.0516565967963,24,0,-0.422807627345,-0.0932321320545,11,0,117500,119800,111900,112600,516352,16.55,18.91,16.35,16.9,0
2026-07-09,-0.181837336231,0.0726744670532,19,0,-0.125405451186,0.0894967984963,35,0,113300,117900,109400,111500,780559,16.58,17.27,15.76,15.84,0
2026-07-10,-0.12699646804,0.0728591925731,10,0,-0.005369324975,0.249361433959,12,0,113800,123400,113800,121600,565475,16.06,16.16,14.96,15.03,0
2026-07-13,-0.379689043108,-0.0571441378275,12,0,-0.43214695982,-0.18675956148,15,0,123000,126900,117800,119800,571074,16.32,17.41,16.03,17.16,0
2026-07-14,-0.256578020357,-0.0358518862114,14,0,0.21498617985,0.154758619837,8,0,118700,120700,108100,112600,494046,17.21,17.56,16.15,16.5,0
2026-07-15,-0.350656210438,0.0047690462381,21,0,-0.36975037702,-0.04062142691,10,0,116100,124000,116100,120900,426284,16.2,16.57,15.64,15.67,0
2026-07-16,-0.190297471733,-0.01163558898,15,0,-0.485808502889,-0.128935604444,9,0,120000,121500,111700,112400,290976,15.82,17.23,15.77,16.73,0
2026-07-20,-0.196315044036,0.0052952595535,24,0,-0.240677896397,-0.0418751836558,24,0,109900,110600,103100,104100,314459,18.9,18.94,17.41,18.65,0
2026-07-21,-0.212047094893,0.0211499659053,15,0,-0.16700635796,0.100552716831,15,0,103000,107300,101600,105900,288501,17.48,17.99,16.86,17.05,0
2026-07-22,-0.191939458083,0.0775966636667,6,0,0.222869053167,0.453255535111,9,0,109500,113000,107500,107500,300529,17.42,19.49,16.64,16.64,0
2026-07-23,-0.134348978585,-0.0191856750308,13,0,0.310852672778,0.237162930444,9,0,108100,118400,107000,118200,353716,17.67,20.31,17.32,18.7,0
2026-07-24,-0.057984539,0.177156908105,6,0,-0.126845823459,0.205983443722,9,0,114700,115200,108100,108300,308723,18.96,19.05,17.41,18.58,0
2026-07-27,-0.219693386813,-0.056122776625,8,0,-0.0733917434,-0.0031129758,8,0,113400,113400,108000,110500,280334,17.62,19.93,17.53,18.67,0
2026-07-28,-0.372420507929,-0.0294559780714,14,0,-0.619916633333,-0.679974276667,3,0,106400,107800,99600,101800,319884,19.05,19.52,17.88,18.21,0
2026-07-29,-0.151609732569,0.108595014011,20,0,-0.269284692911,0.143259957039,18,0,102300,104800,88300,92600,583750,18.27,20.88,17.45,20.66,0
2026-07-30,0.0785387555467,0.290649803432,15,0,-0.260920471808,0.0512473078005,12,0,90300,102700,90300,96500,534615,19.56,20.08,17,17.09,0
2026-07-31,-0.236556043852,-0.0610827880433,26,0,0.0585871794478,0.309353272667,9,0,101600,105200,98000,103500,497654,16.82,18.7,15.82,15.99,0
2026-08-03,-0.140342416556,0.135786058564,9,0,-0.21233685694,-0.0960017195364,22,0,98700,100700,90400,96800,649492,16.03,16.3,15.54,15.86,0
2026-08-04,0.0796797815686,0.137443324286,7,0,-0.378065138492,-0.175817956611,12,0,97100,103800,97100,102500,556835,15.76,16.65,15.51,16.5,0
2026-08-05,-0.3343912701,0.0527833817915,20,0,0.0561338523333,0.475947293333,3,0,105000,106200,100500,101700,454007,16.15,18.43,15.48,15.81,0
2026-08-06,0.070634497325,0.315058531925,8,0,-0.283232252221,0.0187183058105,19,0,100400,104400,98300,102500,397836,15.83,16.03,15.11,15.15,0
2026-08-07,-0.05942306,0.006229795,2,0,-0.139778913379,0.0848715407355,11,0,106700,111700,100600,107000,505842,15.3,15.36,14.77,14.9,0
2026-08-10,-0.0123933458333,0.274266032,6,0,-0.032588956713,0.233068915892,10,0,107900,115400,105600,114800,477817,15.4,15.72,15.1,15.46,0
2026-08-11,-0.312717928875,-0.0895848413375,8,0,0.182908458233,0.415127633778,9,0,114000,116600,108100,109800,442475,15.42,15.61,15.23,15.28,0
2026-08-12,-0.108039276667,0.243116844667,3,0,-0.352651935,0.0639914535488,8,0,110100,114400,107500,114400,297511,15.28,15.42,14.39,14.55,0
2026-08-13,-0.264760825143,-0.0354418606571,7,0,0.327795496233,0.863001213333,3,0,114800,116800,111700,114500,384619,14.68,14.8,14.39,14.63,0
2026-08-14,-0.0912250458545,0.441402323255,11,0,-0.29318878425,0.186675915,4,0,115800,120200,112900,116700,345739,14.64,14.72,14.18,14.25,0
