date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume,kospi_ret,kosdaq_ret,vkospi_change,log_ret,realized_vol,parkinson_vol,realized_vol_lag1,realized_vol_lag2,realized_vol_lag3,log_ret_lag1,vkospi_change_lag1,intraday_current,intraday_future,overnight_current,overnight_future,target_vol_pk
2026-05-28,-0.0261817191593,0.0978866155147,46,0,0.0310951647091,0.16275174357,75,0,2189000,2305000,2151000,2289000,6229499,16.76,16.85,15.61,15.74,0.0,-0.005289402663164082,-0.02571773343645566,0.011518599049282475,0.020300785432358325,0.044498614683854354,0.04152750176163591,0.04906498996996836,0.06071783621280862,0.057708869120543536,0.08899932822954815,0.03874611542244207,-0.0261817191593,0.0978866155147,0.130640248651,0.336862832091,0.022767333498667105
2026-05-29,0.0332314577339,0.11913047072,28,0,0.130640248651,0.336862832091,55,0,2352000,2379000,2290500,2333000,8518013,15.81,15.88,15.22,15.32,0.0,0.034917696415062364,-0.027131383897429653,0.03647737478233428,0.019039952068863324,0.03529456045469777,0.022767333498667105,0.044498614683854354,0.04906498996996836,0.06071783621280862,0.020300785432358325,0.011518599049282475,0.0332314577339,0.11913047072,0.139328679996,0.304068221504,0.026104340523416574
2026-06-01,-0.0288106725286,0.270766908826,36,0,0.139328679996,0.304068221504,233,0,2299000,2398000,2296000,2363000,5602897,15.88,16.34,15.71,16.05,0.0,0.036174057094032125,-0.023315862569351184,-0.0005387931164825781,0.012777005165477848,0.03244607359331663,0.026104340523416574,0.03529456045469777,0.044498614683854354,0.04906498996996836,0.019039952068863324,0.03647737478233428,-0.0288106725286,0.270766908826,0.138174757862,0.368101090463,0.03811096621447255
2026-06-02,0.104939771333,0.256869371172,9,0,0.138174757862,0.368101090463,58,0,2376000,2407000,2259000,2360000,5837216,16.28,16.29,15.71,15.77,0.0,0.0014906309628797592,-0.023121749102661956,-0.008388629897621028,-0.0012703791672521217,0.03517445229134495,0.03811096621447255,0.03244607359331663,0.03529456045469777,0.044498614683854354,0.012777005165477848,-0.0005387931164825781,0.104939771333,0.256869371172,0.0957638768535,0.257711700979,0.01701420318051652
2026-06-08,0.0956470899433,0.225772118988,12,0,-0.0811720643203,0.114080211307,193,0,1856000,2072000,1855000,1911000,6610833,20.29,20.35,17.94,18.92,0.0,-0.086494279834287,-0.09522140037675428,0.04251989867007792,-0.07992194201914168,0.05053985007356437,0.06643986283614692,0.050328167910187634,0.019563309354125025,0.03517445229134495,-0.1044905721492863,0.0,0.0956470899433,0.225772118988,0.158866572049,0.308592482328,0.06489638708308311
2026-06-09,0.0209348059023,0.179684300133,26,0,0.158866572049,0.308592482328,68,0,2050000,2226000,1998000,2215000,5878039,18.19,23.34,17.52,19.87,0.0,0.07866278703988659,0.06006488038040641,0.17439514537507006,0.14762573823896297,0.09870769123345055,0.06489638708308311,0.05053985007356437,0.050328167910187634,0.019563309354125025,-0.07992194201914168,0.04251989867007792,0.0209348059023,0.179684300133,-0.0217164590905,0.133039557842,0.05416204320409965
2026-06-10,0.000759747553243,0.225209319408,37,0,-0.0217164590905,0.133039557842,61,0,2137000,2180000,1992000,2048000,4928269,20.1,22.66,20.06,22.22,0.0,-0.04627004030917237,-0.016859483236135127,-0.032077591591677716,-0.07838869631983766,0.10238575036934076,0.05416204320409965,0.09870769123345055,0.05053985007356437,0.050328167910187634,0.14762573823896297,0.17439514537507006,0.000759747553243,0.225209319408,0.0629941187619,0.233425162827,0.05918631186935366
2026-06-11,-0.0286655259293,0.128941341817,43,0,0.0629941187619,0.233425162827,57,0,1975000,2163000,1960000,2101000,6625775,21.25,22.59,19.36,19.44,0.0,0.004276288126426035,0.046504253081989445,-0.011955735920148884,0.025549714685602014,0.10522615575780221,0.05918631186935366,0.10238575036934076,0.09870769123345055,0.05053985007356437,-0.07838869631983766,-0.032077591591677716,-0.0286655259293,0.128941341817,0.14235250293,0.162974264163,0.04154616391943205
2026-06-12,-0.0495018375769,0.215940858358,32,0,0.14235250293,0.162974264163,40,0,2281000,2304000,2150000,2150000,5286416,19.51,19.85,17.59,17.68,0.0,0.04528464232982864,0.03171076865340829,0.02945870715112491,0.023054420276708103,0.09383813678049024,0.04154616391943205,0.10522615575780221,0.10238575036934076,0.09870769123345055,0.025549714685602014,-0.011955735920148884,-0.0495018375769,0.215940858358,0.0519565263679,0.239271411628,0.014926422848191259
2026-06-15,-0.0184265249795,0.304937606882,37,0,0.0519565263679,0.239271411628,218,0,2283000,2322000,2265000,2288000,3872910,16.78,16.85,15.98,16.2,0.0,0.050685129306478435,0.004827742668672616,-0.023178355363575414,0.06221023137798008,0.08140769539944515,0.014926422848191259,0.09383813678049024,0.10522615575780221,0.10238575036934076,0.023054420276708103,0.02945870715112491,-0.0184265249795,0.304937606882,0.0784219526943,0.279828772231,0.029226414297081546
