date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume,kospi_ret,kosdaq_ret,vkospi_change,log_ret,realized_vol,parkinson_vol,realized_vol_lag1,realized_vol_lag2,realized_vol_lag3,log_ret_lag1,vkospi_change_lag1,intraday_current,intraday_future,overnight_current,overnight_future,target_vol_pk
2026-07-27,-0.196278928155,0.0924142651636,22,0,-0.283339421481,-0.111116026141,27,0,36950,37500,35850,37050,1800149,17.62,19.93,17.53,18.67,0.0,0.009687448635127037,0.021995758165428685,-0.014084739881739085,0.023209232910370546,0.026173685066862667,0.027023672277885314,0.02905933208012377,0.026162921521728062,0.021993310721738924,-0.025904652332042782,-0.022752537017355155,-0.196278928155,0.0924142651636,0.0751946443357,0.143836653257,0.030719570626114127
2026-07-28,-0.179057494341,0.00716842855074,27,0,0.0751946443357,0.143836653257,14,0,36400,37100,35250,35650,2003037,19.05,19.52,17.88,18.21,0.0,-0.11469894611472893,-0.08029006021264003,0.07308506729143538,-0.038519204881790975,0.03453216747094653,0.030719570626114127,0.026173685066862667,0.02905933208012377,0.026162921521728062,0.023209232910370546,-0.014084739881739085,-0.179057494341,0.00716842855074,-0.180113965538,-0.0944046222769,0.05384234574582566
2026-07-29,-0.138315791467,0.0275150266682,25,0,-0.180113965538,-0.0944046222769,13,0,36200,37900,34650,35300,4912823,18.27,20.88,17.45,20.66,0.0,-0.06169888140427982,-0.06311053125987207,0.050939642024134264,-0.009866182921053832,0.03481518657901695,0.05384234574582566,0.03453216747094653,0.026173685066862667,0.02905933208012377,-0.038519204881790975,0.07308506729143538,-0.138315791467,0.0275150266682,0.107734767737,0.1596844075,0.03848923474351845
2026-07-30,-0.195665335612,0.172608149828,16,0,0.107734767737,0.1596844075,16,0,35000,37050,34750,36150,2599309,19.56,20.08,17.0,17.09,0.0,-0.012380230613702775,-0.02738304572869369,-0.018509466750425398,0.023793984665522645,0.028319735980755704,0.03848923474351845,0.03481518657901695,0.03453216747094653,0.026173685066862667,-0.009866182921053832,0.050939642024134264,-0.195665335612,0.172608149828,-0.063059788984,0.22702130455,0.030300583637194862
2026-07-31,-0.113320416052,0.172404370471,29,0,-0.063059788984,0.22702130455,10,0,37050,37600,35750,37400,3029760,16.82,18.7,15.82,15.99,0.0,0.16476408136800524,0.11000864976722044,-0.0214633231957148,0.03399375581571265,0.03011961669843972,0.030300583637194862,0.028319735980755704,0.03481518657901695,0.03453216747094653,0.023793984665522645,-0.018509466750425398,-0.113320416052,0.172404370471,-0.223642136232,-0.0462427592346,0.02618665304219472
2026-08-03,-0.154481973967,0.0973476988333,6,0,-0.223642136232,-0.0462427592346,37,0,36650,37500,35900,37200,1702786,16.03,16.3,15.54,15.86,0.0,-0.05260726347135034,0.02414485458808649,-0.04324539885671046,-0.005361943141385399,0.028845646566183138,0.02618665304219472,0.03011961669843972,0.028319735980755704,0.03481518657901695,0.03399375581571265,-0.0214633231957148,-0.154481973967,0.0973476988333,0.0644373606,0.0600649358267,0.02090517799034072
2026-08-04,-0.231974024641,0.0700577660231,32,0,0.0644373606,0.0600649358267,15,0,37600,38000,36700,37900,2281800,15.76,16.65,15.51,16.5,0.0,0.016090515502474936,0.05715389313625586,0.015599407400833152,0.018642350809279774,0.019014614606567098,0.02090517799034072,0.028845646566183138,0.03011961669843972,0.028319735980755704,-0.005361943141385399,-0.04324539885671046,-0.231974024641,0.0700577660231,-0.101672850536,0.108225031172,0.020965480623837414
2026-08-05,0.0,0.0,0,1,-0.101672850536,0.108225031172,22,0,38100,39350,38000,38150,2573345,16.15,18.43,15.48,15.81,0.0,0.03694270852773085,0.023882525461708944,-0.04359345283446978,0.006574645642085385,0.015293479807152207,0.020965480623837414,0.019014614606567098,0.028845646566183138,0.03011961669843972,0.018642350809279774,0.015599407400833152,0.0,0.0,-0.134950465257,0.0485968712028,0.02637618802793265
2026-08-06,-0.279857670695,0.061550092418,13,0,-0.134950465257,0.0485968712028,16,0,38350,38400,36750,38300,2375197,15.83,16.03,15.11,15.15,0.0,-0.04683111283535449,0.002597955572350768,-0.017724584232118406,0.003924138456134365,0.015190006960905278,0.02637618802793265,0.015293479807152207,0.019014614606567098,0.028845646566183138,0.006574645642085385,-0.04359345283446978,-0.279857670695,0.061550092418,-0.0256836633026,0.166764090303,0.04291548147380911
2026-08-07,0.11021785675,0.336728697845,31,0,-0.0256836633026,0.166764090303,23,0,38300,40600,37800,39900,3984335,15.3,15.36,14.77,14.9,0.0,-0.005991184892038676,-0.003573931625797262,-0.020686781165426285,0.04092642770921746,0.017836210027568404,0.04291548147380911,0.015190006960905278,0.015293479807152207,0.019014614606567098,0.003924138456134365,-0.017724584232118406,0.11021785675,0.336728697845,-0.0526034476923,0.119434273493,0.020697839805704627
2026-08-10,0.04240295195,0.284657951143,8,0,-0.0526034476923,0.119434273493,30,0,39850,39850,38500,39550,1963362,15.4,15.72,15.1,15.46,0.0,0.006511983504005105,0.06735827344742956,-0.0832780809346335,-0.00881062968215492,0.01876352435952626,0.020697839805704627,0.017836210027568404,0.015190006960905278,0.015293479807152207,0.04092642770921746,-0.020686781165426285,0.04240295195,0.284657951143,-0.261352875965,0.0275766211333,0.026962387395502115
2026-08-11,0.0546948745015,0.206751651024,41,0,-0.261352875965,0.0275766211333,15,0,39450,41000,39200,40700,2642980,15.42,15.61,15.23,15.28,0.0,0.007254964329555746,0.003936208222992618,-0.12008618911437781,0.028662398234886345,0.02010395480433027,0.026962387395502115,0.01876352435952626,0.017836210027568404,0.015190006960905278,-0.00881062968215492,-0.0832780809346335,0.0546948745015,0.206751651024,0.154796166415,0.279409851805,0.02893936867830313
2026-08-12,-0.08675512425,0.0657179454167,12,0,0.154796166415,0.279409851805,20,0,40700,41450,39500,39550,2365015,15.28,15.42,14.39,14.55,0.0,0.03613821002000254,0.0012465415914407745,-0.08807313607008745,-0.028662398234886408,0.028068172740065594,0.02893936867830313,0.02010395480433027,0.01876352435952626,0.017836210027568404,0.028662398234886345,-0.12008618911437781,-0.08675512425,0.0657179454167,-0.184971502216,0.0284881246533,0.01887525581450361
2026-08-13,-0.221773855273,0.188306431555,22,0,-0.184971502216,0.0284881246533,19,0,39800,40400,39150,40100,2630545,14.68,14.8,14.39,14.63,0.0,0.03499361710375816,0.0028600014844321897,-0.021475413725572053,0.013810640098860611,0.028127175745787707,0.01887525581450361,0.028068172740065594,0.02010395480433027,0.01876352435952626,-0.028662398234886408,-0.08807313607008745,-0.221773855273,0.188306431555,0.193597281575,0.296547446387,0.02821449085415841
