date,intraday_sentiment_index,overnight_sentiment_index,open,high,low,close,volume
2026-05-18,0.429369385923,0.114883087928,1780000,1897000,1731000,1840000,6481608
2026-05-19,0.143144871248,0.149850569125,1791000,1823000,1740000,1745000,4575855
2026-05-20,-0.289848683223,-0.0645800294403,1743000,1778000,1690000,1745000,5535123
2026-05-21,0.822221676406,0.310113119152,1801000,1954000,1796000,1940000,5096690
2026-05-22,-9.30982905629e-05,0.183083150985,1942000,1952000,1912000,1941000,3135190
2026-05-26,0.441990425556,-0.0125680878062,2008000,2087000,2006000,2052000,4903591
2026-05-27,0.469433249063,0.316631662944,2279000,2358000,2200000,2243000,7545783
2026-05-28,0.330849739624,0.446650550756,2189000,2305000,2151000,2289000,6229499
2026-05-29,0.435861807576,0.0717722103689,2352000,2379000,2290500,2333000,8518013
2026-06-01,0.154438103293,0.229600629537,2299000,2398000,2296000,2363000,5602897
2026-06-02,0.0202300704441,0.394690299924,2376000,2407000,2259000,2360000,5837216
2026-06-04,0.139902304197,0.334398942799,2284000,2327000,2262000,2298000,3941067
2026-06-05,-0.0370302860432,-0.0457094206603,2142000,2188000,2070000,2070000,5778751
2026-06-08,-0.0108377204201,-0.194125859843,1856000,2072000,1855000,1911000,6610833
2026-06-09,0.264803289591,-0.0145897030216,2050000,2226000,1998000,2215000,5878039
2026-06-10,-0.130280064013,0.0290421655104,2137000,2180000,1992000,2048000,4928269
2026-06-11,-0.300277532684,-0.0302716139805,1975000,2163000,1960000,2101000,6625775
2026-06-12,0.598520139652,0.28496730361,2281000,2304000,2150000,2150000,5286416
2026-06-15,0,0.400842289248,2283000,2322000,2265000,2288000,3872910
2026-06-16,0,0.489895405972,2381000,2400000,2286000,2382000,3644469
2026-06-17,0.0751451691613,0.387564951257,2335000,2523000,2334000,2521000,3980010
2026-06-18,0,0.428738334854,2556000,2738000,2556000,2685000,5808765
2026-06-19,0,0.340484929124,2824000,2891000,2688000,2764000,7478195
2026-06-22,0,0.262596708004,2728000,2945000,2728000,2919000,5179795
2026-06-23,5.48686875845e-06,-0.0308383269206,2898000,2943000,2536000,2555000,8050335
2026-06-24,-0.951383603388,0.0402406054205,2598000,2703000,2453000,2580000,7487916
2026-06-25,0.629309522221,0.523789694521,2865000,2987000,2749000,2917000,6790853
2026-06-26,0,0.0541045487174,2850000,2880000,2600000,2673000,7467492
2026-06-29,0,0.112188643321,2636000,2688000,2517000,2628000,5217788
2026-06-30,0.999335003056,0.089747722408,2608000,2742000,2541000,2650000,5109213
2026-07-01,0,0.107807678026,2665000,2723000,2502000,2560000,4277276
2026-07-02,-0.997193715404,0.169046936769,2351000,2448000,2187000,2187000,7685914
2026-07-03,-5.545654858e-06,0.0174518478752,2197000,2454000,2045000,2425000,7984914
2026-07-06,0.0802186133498,0.153310371545,2450000,2497000,2292000,2343000,4235360
2026-07-07,-0.250537328049,-0.0687396449095,2289000,2343000,2080000,2201000,6351195
2026-07-08,0.0714778518437,-0.140561306987,2118000,2329000,2076000,2076000,6975631
2026-07-09,-0.164401851989,0.236730772164,2228000,2270000,2091000,2186000,6261504
2026-07-10,-0.0120393539131,0.215608942607,2296000,2305000,2166000,2180000,4827239
2026-07-13,0.352604980529,-0.10230274073,2113000,2142000,1839000,1845000,8040043
2026-07-14,-0.120467518674,0.0128834284834,1825000,1936000,1678000,1913000,10447011
2026-07-15,0.105555936694,-0.0139096403865,2120000,2171000,2070000,2082000,6046951
2026-07-16,0.232927984278,-0.20353767668,1902000,1919000,1821000,1842000,5608812
2026-07-20,0.137278523145,0.0867635104317,1745000,1892000,1735000,1764000,5876444
2026-07-21,-0.383909068865,0.104009011495,1775000,1889000,1732000,1836000,4639208
2026-07-22,0.319985878002,0.0474731506715,1977000,2006000,1830000,1830000,4802637
2026-07-23,-0.233424961198,0.426409546788,1910000,1948000,1845000,1919000,4119477
2026-07-24,-0.0958279201299,-0.127881847157,1894000,1894000,1752000,1759000,4935624
2026-07-27,-0.0164367285938,-0.150008465527,1814000,1821000,1707000,1816000,4030933
2026-07-28,-0.383615692745,-0.390299541962,1662000,1674000,1550000,1550000,8120587
2026-07-29,-0.18553822221,-0.107203896189,1567000,1619000,1246000,1401000,12428883
2026-07-30,0.0244658407307,-0.175729980627,1361000,1459000,1287000,1322000,9543189
2026-07-31,0.239846375895,0.384951132246,1697000,1718000,1586000,1718000,10499619
2026-08-03,0.0832601406451,-0.18862630679,1642000,1645000,1562000,1567000,5432833
2026-08-04,0.260487133171,0.230359971327,1620000,1630000,1483000,1577000,5391210
2026-08-05,0.0630057498794,0.389880136708,1693000,1701000,1647000,1668000,3945674
2026-08-06,-0.369340801299,-0.140205156014,1600000,1606000,1481000,1495000,5498295
2026-08-07,0.151664900135,0.0946631177596,1521000,1542000,1409000,1422000,5002539
2026-08-10,0.152801086113,-0.0296345072879,1443000,1487000,1397000,1420000,3295283
2026-08-11,-0.0639073174797,-0.00527091064785,1405000,1455000,1373000,1425000,3817655
2026-08-12,0.160183315133,0.142512219819,1456000,1549000,1440000,1504000,4566672
2026-08-13,-0.0360361077796,0.198209319639,1582000,1634000,1567000,1593000,4599305
2026-08-14,0,-0.0234146953294,,,,,
