date,kospi_open,kospi_high,kospi_low,kospi_close,kospi_volume,kosdaq_open,kosdaq_high,kosdaq_low,kosdaq_close,kosdaq_volume,vix_open,vix_high,vix_low,vix_close,vix_volume,vkospi_open,vkospi_high,vkospi_low,vkospi_close
2026-04-07,5552.19,5594.9,5424.46,5494.78,9.90449e+08,1060.25,1068.86,1026.95,1036.73,1.15425e+09,25.09,28,24.34,25.78,0,59.92,61.23,59.07,59.49
2026-04-08,5804.7,5919.6,5774,5872.34,9.3261e+08,1084.57,1090.04,1071.35,1089.85,1.19829e+09,20.97,22.17,19.91,21.04,0,57.69,58.86,56.72,57.7
2026-04-09,5826.45,5862.41,5757.49,5778.01,1.02673e+09,1083.4,1091.38,1068.82,1076,1.22357e+09,21.25,21.63,19.45,19.49,0,56.43,56.43,53.96,53.96
2026-04-10,5876.12,5918.59,5850.83,5858.87,1.00235e+09,1089.14,1098.43,1082.92,1093.63,1.51608e+09,19.71,20.28,18.83,19.23,0,53.06,53.81,49.07,49.58
2026-04-13,5737.28,5827.73,5730.23,5808.62,1.08321e+09,1076.85,1101.11,1074.84,1099.84,1.28299e+09,21.17,21.58,18.96,19.12,0,51.54,51.98,50.11,50.14
2026-04-14,5960,6026.52,5938.33,5967.75,8.89491e+08,1120.61,1125.92,1118.05,1121.88,1.42963e+09,18.73,18.76,17.89,18.36,0,48.52,49.87,46.54,49.87
2026-04-15,6141.6,6183.21,6064.23,6091.39,9.23846e+08,1140.62,1156.02,1135.35,1152.43,1.53331e+09,18.18,18.5,17.4,18.17,0,50.21,56.12,50.21,51.97
2026-04-16,6149.49,6231.03,6126.06,6226.05,9.25695e+08,1163,1168.77,1156.31,1162.97,1.90251e+09,18.04,19.09,17.76,17.94,0,52.51,53.75,50.27,50.47
2026-04-17,6227.33,6230.32,6159.88,6191.92,6.8974e+08,1166.78,1170.63,1156.02,1170.04,1.83666e+09,18.18,18.24,16.87,17.48,0,50.17,50.33,48.51,48.51
2026-04-20,6213.92,6278.36,6176.75,6219.09,6.92878e+08,1167.1,1186.2,1161,1174.85,1.48871e+09,19.58,19.99,18.77,18.87,0,49.73,50.55,49.09,50.32
2026-04-21,6302.54,6388.47,6302.54,6388.47,7.92022e+08,1186.23,1187,1172.18,1179.03,1.57186e+09,19.18,20.85,18.75,19.5,0,50.53,52.17,50.53,51.63
2026-04-22,6387.57,6423.29,6318.51,6417.93,9.0014e+08,1176.83,1181.12,1160.5,1181.12,1.42724e+09,19.03,19.54,18.68,18.92,0,51.74,52.43,51.24,52.12
2026-04-23,6488.83,6557.76,6309.1,6475.81,1.04239e+09,1189.1,1189.49,1152.34,1174.31,1.68785e+09,19.42,21.56,18.7,19.31,0,52.71,54.7,52.7,54.03
2026-04-24,6496.1,6516.54,6403.74,6475.63,8.78201e+08,1176.42,1203.84,1172.32,1203.84,1.40297e+09,18.89,19.35,18.46,18.71,0,53.69,54.28,53.38,53.56
2026-04-27,6533.6,6657.22,6529.19,6615.03,8.42664e+08,1213.13,1229.42,1209.28,1226.18,1.52371e+09,19.21,19.27,18.02,18.02,0,55.41,55.6,54.77,54.95
2026-04-28,6646.8,6712.73,6621.73,6641.02,1.13947e+09,1226.76,1226.76,1207.47,1215.58,1.52737e+09,18.3,19.43,17.78,17.83,0,54.08,55.17,54.05,55
2026-04-29,6619,6702.38,6596.03,6690.9,7.17859e+08,1213.28,1220.94,1206.11,1220.26,1.25589e+09,17.83,19,17.81,18.81,0,55.8,56,55.26,55.57
2026-04-30,6739.39,6750.27,6597.83,6598.87,6.85459e+08,1224.75,1225.26,1189.52,1192.35,1.38641e+09,18.68,18.73,16.87,16.89,0,55.12,55.5,54.01,54.34
2026-05-01,,,,,,,,,,,17.01,17.39,16.44,16.99,0,,,,
2026-05-04,6782.93,6937,6741.63,6936.99,8.73009e+08,1212.28,1222.65,1211.39,1213.74,1.17613e+09,17.38,19.08,17.15,18.29,0,54.99,56.35,54.99,55.87
2026-05-05,,,,,,,,,,,17.95,18.02,17.2,17.38,0,,,,
2026-05-06,7093.01,7426.6,7093.01,7384.56,9.95692e+08,1220.9,1220.9,1197.01,1210.17,1.43297e+09,17.15,17.46,16.18,17.39,0,55.48,64.83,54.57,60.07
2026-05-07,7499.07,7531.88,7257.89,7490.05,7.67462e+08,1210.83,1219.58,1196.63,1199.18,1.42011e+09,17.53,17.6,16.85,17.08,0,60.71,62.3,59.38,61.05
2026-05-08,7353.94,7511.01,7318.96,7498,5.23091e+08,1199.47,1215.59,1194.56,1207.72,1.23383e+09,17.37,17.53,16.82,17.19,0,59.05,60.82,58.28,60.53
2026-05-11,7775.31,7899.32,7713.49,7822.24,7.31279e+08,1212.88,1212.89,1190.6,1207.34,1.31909e+09,18.21,18.47,17.9,18.38,0,60.14,67.31,60.14,65.6
2026-05-12,7953.41,7999.67,7421.71,7643.15,1.02114e+09,1214.9,1225.29,1142.49,1179.29,1.51737e+09,18.77,19.1,17.92,17.99,0,67.23,71.91,64.36,70.14
2026-05-13,7513.65,7855.47,7402.36,7844.01,7.38739e+08,1176.43,1183.07,1153.65,1176.93,1.13222e+09,17.98,18.4,17.76,17.87,0,75.28,79.1,73.31,76.16
2026-05-14,7873.91,7991.04,7842.72,7981.41,8.49942e+08,1187.02,1194.03,1162.2,1191.09,9.93503e+08,17.86,18.08,17.2,17.26,0,72.02,74.99,70.8,72.91
2026-05-15,7951.75,8046.78,7371.68,7493.18,8.85627e+08,1197.23,1197.23,1110.16,1129.82,1.09301e+09,18.07,19.27,17.8,18.43,0,70.55,75.93,67.01,74.71
2026-05-18,7443.29,7636.2,7142.71,7516.04,5.66618e+08,1122.57,1122.57,1071.66,1111.09,9.55327e+08,19.25,19.44,17.7,17.82,0,76.81,82.23,74.05,74.05
2026-05-19,7425.66,7446.57,7141.91,7271.66,5.33509e+08,1111.36,1122.85,1063.28,1084.36,1.10376e+09,18.01,18.36,17.66,18.06,0,74.76,76.01,72.5,72.51
2026-05-20,7324.52,7324.52,7053.84,7208.95,4.92494e+08,1081.04,1081.04,1038.23,1056.07,1.22709e+09,18.17,18.18,17.13,17.44,0,71.44,72.95,71.37,71.37
2026-05-21,7486.37,7819.23,7486.37,7815.59,6.21082e+08,1085.3,1115.66,1085.3,1105.97,9.26096e+08,17.58,17.87,16.6,16.76,0,70.64,72.99,68.7,71.33
2026-05-22,7873.12,7886.64,7780.13,7847.71,4.35533e+08,1119.43,1165.8,1119.43,1161.13,1.02793e+09,16.83,17.39,16.46,16.7,0,66.86,67.38,66.25,66.97
2026-05-25,,,,,,,,,,,16.81,16.87,16.53,16.59,0,,,,
2026-05-26,8070.91,8131.15,8008.19,8047.51,5.19551e+08,1189.28,1205.12,1170.41,1172.52,1.18641e+09,16.92,17.23,16.56,17.01,0,69.82,70.29,68.08,68.09
2026-05-27,8242.12,8457.09,8220.04,8228.7,6.19451e+08,1173.8,1173.8,1128.75,1133.13,1.22898e+09,17.01,17.18,16.29,16.29,0,67.75,74.06,67.75,70.78
2026-05-28,8165.73,8253.6,7841.01,8185.29,6.68951e+08,1135.84,1136.13,1066.79,1104.36,9.77729e+08,16.76,16.85,15.61,15.74,0,70.84,72.29,69.96,71.6
2026-05-29,8384.31,8476.15,8273.74,8476.15,7.35127e+08,1112.15,1112.15,1058.13,1074.8,8.55811e+08,15.81,15.88,15.22,15.32,0,71.96,75.27,71.95,74.26
2026-06-01,8485.67,8874.16,8485.67,8788.38,6.36175e+08,1072.77,1082.75,1043.91,1050.03,8.35032e+08,15.88,16.34,15.71,16.05,0,72.27,75.14,72.27,74.22
2026-06-02,8883.19,8933.62,8503.12,8801.49,6.32553e+08,1044.89,1045.77,1009.75,1026.03,7.748e+08,16.28,16.29,15.71,15.77,0,75.37,75.42,71.65,73.6
2026-06-03,,,,,,,,,,,15.97,16.63,15.94,16.06,0,,,,
2026-06-04,8623.82,8759.05,8577.3,8639.41,4.37896e+08,1032.91,1065.9,1032.29,1049.73,6.2296e+08,16.33,16.8,15.18,15.4,0,73.88,74.27,73.14,73.44
2026-06-05,8323.2,8382.16,8038.1,8160.59,4.63197e+08,1035.22,1035.22,992.8,1002.44,7.24352e+08,15.87,21.57,15.56,21.51,0,73.87,73.9,72.05,73.44
2026-06-08,8048.09,8048.09,7442.73,7484.41,4.52204e+08,959.61,959.61,908.46,911.39,6.24351e+08,20.29,20.35,17.94,18.92,0,76.09,76.63,74.77,76.63
2026-06-09,7697.76,8119.09,7598.87,8096.93,4.48537e+08,937.69,981.24,937.04,967.81,6.20286e+08,18.19,23.34,17.52,19.87,0,86.55,91.23,85.56,91.23
2026-06-10,7899.77,7996.68,7541.11,7730.82,4.60877e+08,958.58,983.25,932.27,951.63,6.14592e+08,20.1,22.66,20.06,22.22,0,87.39,89.17,86.04,88.35
2026-06-11,7509.62,7800.62,7394.46,7763.95,4.7873e+08,937.17,997.11,921.08,996.93,6.35319e+08,21.25,22.59,19.36,19.44,0,88.09,89.47,87.29,87.3
2026-06-12,8263.85,8434.4,8079.77,8123.62,4.93406e+08,1027.05,1049.7,1021.49,1029.05,6.44915e+08,19.51,19.85,17.59,17.68,0,85.31,91.94,84.86,89.91
2026-06-15,8526.12,8603.48,8450.24,8545.98,5.16648e+08,1048.19,1054.32,1025.42,1034.03,5.61329e+08,16.78,16.85,15.98,16.2,0,88.32,94.25,87.15,87.85
2026-06-16,8696.55,8753.82,8540.41,8726.6,5.86337e+08,1039,1040.86,1015.73,1018.68,6.21165e+08,16.2,16.44,15.77,16.41,0,87.34,88.25,84.21,84.29
2026-06-17,8622.13,8872.18,8605.66,8864.24,5.71194e+08,1019.88,1039.55,1008.57,1031.96,5.70786e+08,16.08,18.84,16.02,18.44,0,81.29,81.34,79.4,79.65
2026-06-18,8884.92,9106.07,8867.34,9063.84,5.1094e+08,1029.81,1031.54,996.93,1000.93,6.11803e+08,17.23,17.6,16.35,16.4,0,77.32,82.7,77.06,80.25
2026-06-19,9288.89,9385.59,8831.72,9052.42,5.17248e+08,1001.4,1001.4,946.15,966.59,8.82519e+08,,,,,,81.6,84.87,79.51,83.57
2026-06-22,8954.43,9253,8900.68,9114.55,3.81081e+08,957.49,979.58,944.31,968.4,6.31819e+08,17.48,17.92,16.49,17.28,0,87.36,90.6,86.58,87.36
2026-06-23,9083.54,9175.45,8203.84,8203.84,4.88742e+08,958.64,971.69,891.52,891.52,7.97432e+08,19.67,20.54,18.61,19.49,0,87.99,89.69,85.9,89.41
2026-06-24,8356.79,8577.52,8080.99,8471.02,4.18169e+08,905.13,922.12,886.17,909.31,6.43383e+08,19.13,20.34,18.04,18.63,0,95.32,97.78,94.19,94.81
2026-06-25,8703.42,9044.04,8693.62,8930.3,4.5688e+08,923.66,930.81,884.05,887.81,6.39125e+08,18.11,19.95,17.72,18.89,0,96.47,96.47,93.49,95.09
2026-06-26,8813.18,8861.7,8126.84,8411.21,5.18473e+08,884.43,887.43,838.53,851.37,7.2878e+08,19.7,20.72,18.2,18.41,0,92.06,94.04,89.59,92.71
2026-06-29,8334.28,8525.53,8127.99,8394.65,3.71223e+08,860.4,923.11,859.33,920.57,5.76404e+08,18.6,19.45,17.49,17.65,0,97.99,97.99,96.58,96.94
2026-06-30,8416.7,8667.73,8220.8,8476.48,4.49824e+08,925.21,935.27,910.3,916.18,6.61151e+08,17.54,17.75,16.27,16.45,0,95.48,95.64,93.78,93.8
2026-07-01,8591.5,8620.15,8143.33,8303.41,4.68193e+08,924.09,955.45,905.87,929.35,6.01212e+08,17.11,17.3,15.97,16.59,0,89.9,90.26,87.72,88.67
2026-07-02,7933.1,8136.28,7616.33,7648.09,5.05157e+08,904.53,904.53,863.74,866.72,5.60644e+08,17.05,17.21,15.79,16.15,0,86.37,87.37,83.97,86.41
2026-07-03,7739.75,8136.28,7378.1,8088.34,4.65821e+08,875.18,875.39,823.98,868.41,6.01113e+08,,,,,,89.11,90.96,87.63,89.29
2026-07-06,8186.82,8327.26,7815.53,8051.33,4.48691e+08,866.4,872.12,825.73,847.07,5.35135e+08,16.4,16.5,15.56,15.57,0,87.83,88.38,85.85,86.86
2026-07-07,7919.2,7954.55,7389.22,7656.31,5.16366e+08,843.74,866.59,812.7,831.23,5.43545e+08,15.87,16.64,15.53,16.13,0,85.78,86.27,84.5,85.69
2026-07-08,7452.48,7791.66,7186.21,7246.79,5.01071e+08,816.39,823.33,778.7,785,5.71918e+08,16.55,18.91,16.35,16.9,0,86.36,88.28,85.78,87.9
2026-07-09,7486.64,7543.86,7063.76,7291.91,5.82791e+08,792.99,819.69,778.17,794,4.42789e+08,16.58,17.27,15.76,15.84,0,89.64,89.64,85.31,85.48
2026-07-10,7552.49,7704.93,7429.51,7475.94,4.53242e+08,807,845.88,800.39,837.43,4.90954e+08,16.06,16.16,14.96,15.03,0,82.03,83.2,78.14,78.15
2026-07-13,7412.03,7529.07,6783.43,6806.93,4.74085e+08,839.72,867.38,797.34,799.36,5.23405e+08,16.32,17.41,16.03,17.16,0,77.66,83.35,75.88,83.33
2026-07-14,6769.06,6979.92,6448.86,6856.83,4.91599e+08,797.16,802.53,749.76,783.98,5.51553e+08,17.21,17.56,16.15,16.5,0,82.48,87.99,81.79,83.97
2026-07-15,7082.91,7424.18,7082.91,7284.41,3.97854e+08,805.71,831.68,805.59,829.43,4.97383e+08,16.2,16.57,15.64,15.67,0,86,88.31,83.69,85.79
2026-07-16,6960.5,6995.93,6730.87,6820.6,4.2428e+08,813.32,816.47,786.59,791.84,5.25847e+08,15.82,17.23,15.77,16.73,0,85.15,89.75,85.15,87.14
2026-07-17,,,,,,,,,,,18.01,19.5,17.68,18.77,0,,,,
2026-07-20,6643.58,6814.86,6472.8,6516.27,3.45825e+08,773.21,783.74,747,749.64,5.28418e+08,18.9,18.94,17.41,18.65,0,88.47,88.54,86.86,86.87
2026-07-21,6553.88,6836.86,6429.03,6747.95,3.91092e+08,750.07,758.36,730.81,753.34,4.98846e+08,17.48,17.99,16.86,17.05,0,87.07,87.07,84.73,84.89
2026-07-22,7052.09,7166,6791.06,6797.7,3.7381e+08,772.41,789.23,751.09,751.09,5.01118e+08,17.42,19.49,16.64,16.64,0,81.78,83.29,81.78,82.79
2026-07-23,6963.35,7108.44,6892.64,7096.89,3.97346e+08,763.51,790.28,760.83,790.28,4.98622e+08,17.67,20.31,17.32,18.7,0,81.56,81.62,80.2,80.46
2026-07-24,7000.78,7000.78,6650.41,6690.62,3.97655e+08,777.5,777.5,746.5,748.22,5.0019e+08,18.96,19.05,17.41,18.58,0,77.38,80.01,77.31,78.65
2026-07-27,6806.27,6806.27,6557.39,6755.75,2.75718e+08,760.54,780.39,753.73,764.86,4.14859e+08,17.62,19.93,17.53,18.67,0,78.2,78.37,77.53,77.55
2026-07-28,6400.27,6413.57,5992.91,6023.66,3.31261e+08,742.13,742.13,697.45,705.85,5.06775e+08,19.05,19.52,17.88,18.21,0,77.01,83.65,76.96,83.43
2026-07-29,6089.11,6228.52,5262.77,5663.24,4.57385e+08,713.71,719.39,630.99,662.68,6.38221e+08,18.27,20.88,17.45,20.66,0,81.45,93.27,80.19,87.79
2026-07-30,5681.77,5976.82,5547.41,5593.56,3.78859e+08,654.72,677.19,642.95,644.78,4.56434e+08,19.56,20.08,17,17.09,0,87.17,87.17,85.49,86.18
2026-07-31,5657.79,6630.77,5629.76,6595.45,4.34445e+08,666.47,723.56,663.25,719.76,4.45906e+08,16.82,18.7,15.82,15.99,0,83.43,86.59,82.68,84.35
2026-08-03,6358.27,6393,6223.29,6257.45,2.72959e+08,709.99,757.6,705.07,737.35,4.31221e+08,16.03,16.3,15.54,15.86,0,80.46,81.05,80.36,80.78
2026-08-04,6351.38,6389.4,6080.25,6358.95,3.12997e+08,748.19,780.85,748.19,780.72,4.77608e+08,15.76,16.65,15.51,16.5,0,82.63,82.63,81.88,82.05
2026-08-05,6603.48,6674.66,6540.27,6598.26,3.385e+08,794.93,803.49,783.32,799.59,5.87546e+08,16.15,18.43,15.48,15.81,0,78.75,79.03,78.51,78.55
2026-08-06,6478.75,6550.94,6238.32,6296.38,2.84501e+08,797.44,813.54,779.08,801.67,5.54382e+08,15.83,16.03,15.11,15.15,0,76.96,77.3,76.67,77.17
2026-08-07,6365.07,6415.6,6158.73,6258.77,2.99377e+08,807.62,814.8,776.6,798.81,5.09894e+08,15.3,15.36,14.77,14.9,0,76.48,76.48,75.58,75.59
2026-08-10,6306.33,6394.06,6232.45,6299.66,2.93734e+08,807.66,855.38,807.66,854.47,5.5191e+08,15.4,15.72,15.1,15.46,0,71.12,71.12,69.53,69.55
2026-08-11,6240.06,6405.81,6213.78,6345.53,3.33481e+08,848.59,875.16,840.45,857.84,5.33126e+08,15.42,15.61,15.23,15.28,0,64.96,64.97,61.67,61.68
2026-08-12,6438.5,6668.43,6413.5,6579.04,3.60651e+08,854.85,860.76,839.86,858.91,5.61958e+08,15.28,15.42,14.39,14.55,0,57.35,57.36,55.3,56.48
2026-08-13,6773.92,6895.63,6748.13,6813.34,4.18947e+08,863.15,870.96,853.09,861.37,6.85613e+08,14.68,14.8,14.39,14.63,0,54.56,55.82,54.53,55.28
2026-08-14,6995.67,7010.86,6848.43,6977.94,3.32942e+08,868.07,879.29,845.41,864.65,6.98635e+08,14.64,14.72,14.18,14.25,0,55.38,56.27,55,55.31
2026-08-18,,,,,,,,,,,,,,,,56.16,57.19,55.52,57.01
