date,intraday_sentiment_index,intraday_item_count,intraday_no_posts,overnight_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume
2026-03-27,0.0346072634525,54,0,-0.0297392607384,58,0,172100,181700,172000,179700,29138966,27.5400009155,31.6499996185,27.5400009155,31.0499992371,0
2026-03-30,0.0735955788642,74,0,-0.0187170949465,227,0,171000,176650,170600,176300,22269147,30.7900009155,31.5200004578,29.3299999237,30.6100006104,0
2026-03-31,0.0686325027794,53,0,-0.079878499101,54,0,170000,174700,167000,167200,38659593,29.5300006866,29.6399993896,25.0799999237,25.25,0
2026-04-01,0.089275871769,42,0,0.100506627315,46,0,179000,190800,178000,189600,32390251,24.2999992371,25.3500003815,23.5,24.5400009155,0
2026-04-02,-0.0474130304358,39,0,-0.0184314093852,61,0,192600,193600,175000,178400,38615231,26.7800006866,27.8899993896,23.8700008392,23.8700008392,0
2026-04-03,0.0084896883706,48,0,-0.0852961596376,37,0,184200,187200,182700,186200,20194447,,,,,
2026-04-06,0.017088118767,58,0,0.00226585546116,230,0,190900,194600,190100,193100,20635958,24.9300003052,25.2999992371,23.7800006866,24.1700000763,0
2026-04-07,0.108868088286,40,0,0.0254022556418,79,0,202000,202500,192400,196500,30848053,25.0900001526,28,24.3400001526,25.7800006866,0
2026-04-08,-0.00999765051049,47,0,0.204745314854,70,0,214000,214500,207500,210500,35890973,20.9699993134,22.1700000763,19.9099998474,21.0400009155,0
2026-04-09,0.195758198817,61,0,-0.0132778812022,51,0,207000,207500,202000,204000,42320839,21.25,21.6299991608,19.4500007629,19.4899997711,0
2026-04-10,0.171716955877,40,0,0.159423790188,34,0,208500,211000,205500,206000,18244459,19.7099990845,20.2800006866,18.8299999237,19.2299995422,0
2026-04-13,0.0578380988235,66,0,-0.0177118576246,236,0,198200,203000,198200,201000,19603415,21.1700000763,21.5799999237,18.9599990845,19.1200008392,0
2026-04-14,0.284258187719,55,0,0.0546934448011,68,0,208000,210000,205500,206500,23672078,18.7299995422,18.7600002289,17.8899993896,18.3600006104,0
2026-04-15,0.00925688906356,63,0,0.183469911991,67,0,215000,215500,210000,211000,24092884,18.1800003052,18.5,17.3999996185,18.1700000763,0
2026-04-16,-0.0255204628589,67,0,0.0569350298284,73,0,212000,218000,210500,217500,21499788,18.0400009155,19.0900001526,17.7600002289,17.9400005341,0
2026-04-17,-0.217758844899,97,0,-0.0709273149193,81,0,217000,218000,215000,216000,18079322,18.1800003052,18.2399997711,16.8700008392,17.4799995422,0
2026-04-20,-0.0559269627679,48,0,-0.0441909126803,252,0,214500,219000,213000,214500,17107741,19.5799999237,19.9899997711,18.7700004578,18.8700008392,0
2026-04-21,0.0358935599985,66,0,0.0317053802308,51,0,218000,220000,216000,219000,16752132,19.1800003052,20.8500003815,18.75,19.5,0
2026-04-22,-0.0844249934751,65,0,0.0849861561392,48,0,218500,222500,215500,217500,16823480,19.0300006866,19.5400009155,18.6800003052,18.9200000763,0
2026-04-23,-0.0359030125441,102,0,-0.0406263058,88,0,223000,229500,216000,224500,34525485,19.4200000763,21.5599994659,18.7000007629,19.3099994659,0
2026-04-24,-0.0964427894763,76,0,0.0320767607222,60,0,224000,225000,216500,219500,19626666,18.8899993896,19.3500003815,18.4599990845,18.7099990845,0
2026-04-27,-0.0433434046254,82,0,-0.132302070388,199,0,220000,226000,218500,224500,22870374,19.2099990845,19.2700004578,18.0200004578,18.0200004578,0
2026-04-28,-0.0548448736886,47,0,0.150034096535,43,0,224000,226000,221500,222000,18444490,18.2999992371,19.4300003052,17.7800006866,17.8299999237,0
2026-04-29,-0.117485313899,62,0,0.0672909612927,48,0,219500,228000,218500,226000,20363756,17.8299999237,19,17.8099994659,18.8099994659,0
2026-04-30,0.117052546256,88,0,-0.00287745322425,59,0,229000,230000,220500,220500,22161975,18.6800003052,18.7299995422,16.8700008392,16.8899993896,0
2026-05-04,-0.0421370626018,83,0,-0.116673606217,358,0,228000,232500,224000,232500,32920816,17.3799991608,19.0799999237,17.1499996185,18.2900009155,0
2026-05-06,0.039862613763,88,0,0.0922588692707,160,0,254000,270000,251000,266000,53097996,17.1499996185,17.4599990845,16.1800003052,17.3899993896,0
2026-05-07,0.383361805069,89,0,0.110725606927,94,0,272000,277000,260000,271500,41404687,17.5300006866,17.6000003815,16.8500003815,17.0799999237,0
2026-05-08,0.043189794089,119,0,0.0830701051568,94,0,260000,270000,260000,268500,25875880,17.3700008392,17.5300006866,16.8199996948,17.1900005341,0
2026-05-11,0.156978389028,73,0,-0.0573818983061,245,0,284500,288500,280000,285500,36031094,18.2099990845,18.4699993134,17.8999996185,18.3799991608,0
2026-05-12,0.0679488591664,74,0,-0.101211095226,53,0,290000,291500,266000,279000,41211149,18.7700004578,19.1000003815,17.9200000763,17.9899997711,0
2026-05-13,-0.00205105960801,110,0,-0.129971278948,63,0,264000,285500,262000,284000,35540134,17.9799995422,18.3999996185,17.7600002289,17.8700008392,0
2026-05-14,0.16877716738,59,0,-0.0708886173719,63,0,282000,299500,282000,296000,39314752,17.8600006104,18.0799999237,17.2000007629,17.2600002289,0
2026-05-15,-0.0786932169073,49,0,-0.0596188620289,50,0,291000,296500,266000,270500,38075487,18.0699996948,19.2700004578,17.7999992371,18.4300003052,0
2026-05-18,0.0998253902094,94,0,-0.110504356463,198,0,269500,288500,262000,281000,33555214,19.25,19.4400005341,17.7000007629,17.8199996948,0
2026-05-19,0.0769621058718,81,0,0.0394914595257,84,0,274000,281500,266000,275500,30767569,18.0100002289,18.3600006104,17.6599998474,18.0599994659,0
2026-05-20,-0.094589054637,137,0,-0.189179474017,63,0,278000,282500,263500,276000,35662077,18.1700000763,18.1800003052,17.1299991608,17.4400005341,0
2026-05-21,0.0534546575083,79,0,0.0197873540709,113,0,291000,299500,287000,299500,36168689,17.5799999237,17.8700008392,16.6000003815,16.7600002289,0
2026-05-22,0.00365924039254,56,0,-0.0307810379867,77,0,300000,300500,292000,292500,18395274,16.8299999237,17.3899993896,16.4599990845,16.7000007629,0
2026-05-26,0.0675305134988,100,0,-0.0142853742718,410,0,298000,302000,297500,299000,23441371,16.9200000763,17.2299995422,16.5599994659,17.0100002289,0
2026-05-27,0.130218006066,100,0,0.0949190460809,73,0,321500,323000,306000,307000,33916688,17.0100002289,17.1800003052,16.2900009155,16.2900009155,0
2026-05-28,0.0186136501306,59,0,0.120466919275,72,0,305000,306500,287500,299500,30195334,16.7600002289,16.8500003815,15.6099996567,15.7399997711,0
2026-05-29,0.17246242189,64,0,0.0407085057532,57,0,309500,319000,305500,317000,37241537,15.8100004196,15.8800001144,15.220000267,15.3199996948,0
2026-06-01,0.136597246327,57,0,0.0631801096911,239,0,319500,354500,319500,349000,45052488,15.8800001144,16.3400001526,15.7100000381,16.0499992371,0
2026-06-02,-0.0570171671415,116,0,0.0968230386385,76,0,360500,370000,342000,360500,44720282,16.2800006866,16.2900009155,15.7100000381,15.7700004578,0
2026-06-04,0.0555165400573,71,0,0.0440022859713,170,0,349000,366000,348000,351500,34771037,16.3299999237,16.7999992371,15.1800003052,15.3999996185,0
2026-06-05,-0.022087701038,94,0,-0.0628740782796,66,0,333500,343000,325000,329000,33725012,15.8699998856,21.5699996948,15.5600004196,21.5100002289,0
2026-06-08,0.0253954312737,133,0,-0.0653466018333,300,0,293000,315500,292500,295500,38929682,20.2900009155,20.3500003815,17.9400005341,18.9200000763,0
2026-06-09,0.13314965464,63,0,0.0183931673882,75,0,310000,324000,300000,322000,30124249,18.1900005341,23.3400001526,17.5200004578,19.8700008392,0
2026-06-10,0.0911845278023,121,0,0.00476959348318,76,0,311000,314500,295250,302500,27050362,20.1000003815,22.6599998474,20.0599994659,22.2199993134,0
2026-06-11,0.0295979734411,62,0,0.0298551578916,62,0,290500,306500,287500,299000,31420307,21.25,22.5900001526,19.3600006104,19.4400005341,0
2026-06-12,0.170973305588,61,0,0.126593526365,54,0,326000,339000,320000,322500,31006148,19.5100002289,19.8500003815,17.5900001526,17.6800003052,0
2026-06-15,-0.0142269497723,30,0,-0.00631275314569,170,0,342500,344500,334000,337000,21500067,16.7800006866,16.8500003815,15.9799995422,16.2000007629,0
2026-06-16,-0.0570186533128,10,0,-0.00695597128891,44,0,343000,345500,332500,343000,17548685,16.2000007629,16.4400005341,15.7700004578,16.4099998474,0
2026-06-17,0.0479671006208,42,0,0.05390317573,47,0,332000,348000,331500,346500,18134051,16.0799999237,18.8400001526,16.0200004578,18.4400005341,0
2026-06-18,-0.070012585305,16,0,0.124447509892,49,0,345000,363000,344500,362500,32764450,17.2299995422,17.6000003815,16.3500003815,16.3999996185,0
2026-06-19,-0.00979847935672,21,0,0.0958491809264,47,0,372500,374500,346250,354000,43284898,,,,,
2026-06-22,0.00647222612763,26,0,-0.0140190541845,174,0,343000,363000,342000,353500,24330451,17.4799995422,17.9200000763,16.4899997711,17.2800006866,0
2026-06-23,-0.0518980174361,18,0,-0.042686316993,49,0,347500,353000,310000,310000,41266630,19.6700000763,20.5400009155,18.6100006104,19.4899997711,0
2026-06-24,-0.0560996081074,43,0,-0.042459053008,57,0,314000,341000,314000,340500,47809959,19.1299991608,20.3400001526,18.0400009155,18.6299991608,0
2026-06-25,-0.022367327649,21,0,0.0414260777404,67,0,359500,362500,352000,358500,36157158,18.1100006104,19.9500007629,17.7199993134,18.8899993896,0
2026-06-26,-0.100686788605,33,0,-0.0149397824958,50,0,354000,356500,321500,339500,39735951,19.7000007629,20.7199993134,18.2000007629,18.4099998474,0
2026-06-29,-0.0978131031407,25,0,-0.0573465998733,232,0,331000,335500,316000,323000,35436521,18.6000003815,19.4500007629,17.4899997711,17.6499996185,0
2026-06-30,0.0223087884413,32,0,-0.0836049150736,80,0,323500,343000,321000,334000,29237216,17.5400009155,17.75,16.2700004578,16.4500007629,0
2026-07-01,-0.0769652563414,17,0,0.0432433665088,55,0,334500,339000,311500,314500,24968382,17.1100006104,17.2999992371,15.970000267,16.5900001526,0
2026-07-02,-0.111823444333,29,0,-0.0106503011346,31,0,290000,304000,281500,286000,38905074,17.0499992371,17.2099990845,15.7899999619,16.1499996185,0
2026-07-03,-0.044942695223,45,0,-0.0726356007245,40,0,288500,313000,283500,309500,31520538,,,,,
2026-07-06,-0.0321580484269,47,0,0.0449596165842,153,0,320000,325000,303000,318000,23872879,16.3999996185,16.5,15.5600004196,15.5699996948,0
2026-07-07,-0.133058688339,59,0,-0.106577458994,42,0,307000,310000,286000,296000,32421032,15.8699998856,16.6399993896,15.529999733,16.1299991608,0
2026-07-08,-0.0250788640522,47,0,-0.0683024111732,74,0,285500,300000,273500,277500,33525758,16.5499992371,18.9099998474,16.3500003815,16.8999996185,0
2026-07-09,-0.0443500465222,60,0,0.0270260036881,50,0,288500,291500,267500,278000,29703616,16.5799999237,17.2700004578,15.7600002289,15.8400001526,0
2026-07-10,-0.0728784737407,40,0,0.161029530024,51,0,291000,298000,282000,285000,20088811,16.0599994659,16.1599998474,14.9600000381,15.029999733,0
2026-07-13,0.0113610881838,30,0,-0.0328672362392,130,0,285000,292500,253000,254500,31882652,16.3199996948,17.4099998474,16.0300006866,17.1599998474,0
2026-07-14,-0.00677246203803,47,0,-0.0347719048598,58,0,255000,270000,247000,263000,40086496,17.2099990845,17.5599994659,16.1499996185,16.5,0
2026-07-15,-0.0650597466863,29,0,0.130089495872,41,0,283500,284500,273000,279500,24873414,16.2000007629,16.5699996948,15.6400003433,15.6700000763,0
2026-07-16,-0.0261583475448,63,0,-0.146277186586,37,0,264500,265500,252500,255000,27001478,15.8199996948,17.2299995422,15.7700004578,16.7299995422,0
2026-07-20,0.0677546485582,30,0,-0.0386313444374,251,0,241000,257500,240000,244000,26804038,18.8999996185,18.9400005341,17.4099998474,18.6499996185,0
2026-07-21,-0.0787890860778,31,0,0.0257258923895,75,0,247000,263500,243000,259000,20386896,17.4799995422,17.9899997711,16.8600006104,17.0499992371,0
2026-07-22,-0.0954840837474,34,0,0.0171021036384,50,0,276000,276000,260000,260500,22292003,17.4200000763,19.4899997711,16.6399993896,16.6399993896,0
2026-07-23,0.00183136484525,35,0,0.168937757098,39,0,269000,273000,263000,270000,16011816,17.6700000763,20.3099994659,17.3199996948,18.7000007629,0
2026-07-24,-0.112521583597,53,0,-0.0274936797222,31,0,266000,266500,247000,249500,26175580,18.9599990845,19.0499992371,17.4099998474,18.5799999237,0
2026-07-27,0.00894304104678,23,0,-0.0655330083181,125,0,257000,258500,246000,254000,23296044,17.6200008392,19.9300003052,17.5300006866,18.6700000763,0
2026-07-28,-0.108019083866,47,0,-0.0968672881846,32,0,238500,240000,218500,220000,41639623,19.0499992371,19.5200004578,17.8799991608,18.2099990845,0
2026-07-29,-0.210828173502,52,0,-0.0343996689169,70,0,226500,234000,189200,208500,65555523,18.2700004578,20.8799991608,17.4500007629,20.6599998474,0
2026-07-30,-0.189926594941,50,0,-0.159969047974,64,0,214000,226000,202000,207000,46694193,19.5599994659,20.0799999237,17,17.0900001526,0
2026-07-31,0.0830435158447,69,0,0.0331126192047,39,0,257000,267000,243000,262500,58478873,16.8199996948,18.7000007629,15.8199996948,15.9899997711,0
2026-08-03,0.0230026011667,31,0,-0.0362644984484,226,0,248000,249500,238000,239500,27825493,16.0300006866,16.2999992371,15.5399999619,15.8599996567,0
2026-08-04,-0.0306820338061,22,0,0.0431341958336,63,0,244500,244500,228000,240000,29433821,15.7600002289,16.6499996185,15.5100002289,16.5,0
2026-08-05,0.0994484677671,20,0,-0.0260780878099,40,0,254000,254500,244000,246000,22577128,16.1499996185,18.4300003052,15.4799995422,15.8100004196,0
2026-08-06,0.0369155084038,32,0,-0.0632318296442,57,0,241500,246000,228000,230500,26101823,15.8299999237,16.0300006866,15.1099996567,15.1499996185,0
2026-08-07,-0.0195813116936,22,0,-0.0970961208447,22,0,235000,239500,229000,231000,20546010,15.3000001907,15.3599996567,14.7700004578,14.8999996185,0
2026-08-10,-0.136677594041,52,0,-0.0618719870414,169,0,236000,238500,228500,230000,16327805,15.3999996185,15.720000267,15.1000003815,15.4600000381,0
2026-08-11,-0.0454088739668,30,0,-0.024701835244,54,0,229500,243000,227500,239500,23310969,15.4200000763,15.6099996567,15.2299995422,15.279999733,0
2026-08-12,0.0561124921367,53,0,0.0641107042624,29,0,243500,260500,241000,255500,27102479,15.279999733,15.4200000763,14.3900003433,14.5500001907,0
2026-08-13,0.0225136130026,47,0,0.0196619586456,68,0,267500,271000,262500,268000,35530867,14.6800003052,14.8000001907,14.3900003433,14.6300001144,0
2026-08-14,0.0132322998459,41,0,0.160349308063,51,0,275000,275500,266000,274500,21668266,14.6400003433,14.720000267,14.1800003052,14.25,0
2026-08-17,0.00238750134058,17,0,-0.0154493555053,142,0,,,,,,,,,,
