date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume
2026-06-26,-0.201740069522,0.0386857320797,33,0,-0.023384772377,0.152218026511,50,0,354000,356500,321500,339500,39735951,19.7,20.72,18.2,18.41,0
2026-06-29,-0.153429349775,0.0411443425044,25,0,0.00830372864229,0.150314515026,232,0,331000,335500,316000,323000,35436521,18.6,19.45,17.49,17.65,0
2026-06-30,0.0702136398388,0.214484100645,32,0,0.0762477602288,0.219994272799,80,0,323500,343000,321000,334000,29237216,17.54,17.75,16.27,16.45,0
2026-07-01,0.0229705343941,0.152248440694,17,0,0.0944195806685,0.211145592202,55,0,334500,339000,311500,314500,24968382,17.11,17.3,15.97,16.59,0
2026-07-02,-0.174047712809,0.0269546407848,29,0,-0.0691857219939,0.0198705463859,31,0,290000,304000,281500,286000,38905074,17.05,17.21,15.79,16.15,0
2026-07-03,0.0591591372336,0.243156312022,45,0,0.144333866672,0.24827849383,40,0,288500,313000,283500,309500,31520538,,,,,
2026-07-06,0.000865288594703,0.169848297524,37,0,0.0434668845828,0.261962952744,137,0,320000,325000,303000,318000,23872879,16.4,16.5,15.56,15.57,0
2026-07-07,-0.241470619483,-0.079794967701,35,0,-0.0279633704889,0.151052284678,36,0,307000,310000,286000,296000,32421032,15.87,16.64,15.53,16.13,0
2026-07-08,-0.0998317066912,0.140611717543,21,0,0.0341983320769,0.146356877002,61,0,285500,300000,273500,277500,33525758,16.55,18.91,16.35,16.9,0
2026-07-09,-0.255041771018,0.0474076652376,34,0,-0.0506314945681,0.162005909815,40,0,288500,291500,267500,278000,29703616,16.58,17.27,15.76,15.84,0
2026-07-10,0.0351916207792,0.32685940539,25,0,0.182681487502,0.263265340704,44,0,291000,298000,282000,285000,20088811,16.06,16.16,14.96,15.03,0
2026-07-13,-0.183508788944,0.0640600797779,18,0,-0.0433040631283,0.159241131581,116,0,285000,292500,253000,254500,31882652,16.32,17.41,16.03,17.16,0
2026-07-14,-0.0618029459386,0.238206604592,36,0,0.024865567765,0.0611929960087,46,0,255000,270000,247000,263000,40086496,17.21,17.56,16.15,16.5,0
2026-07-15,-0.153821888041,0.19796856428,26,0,0.296988447397,0.249680295937,32,0,283500,284500,273000,279500,24873414,16.2,16.57,15.64,15.67,0
2026-07-16,-0.181525391587,0.0565958637108,50,0,-0.206878030939,0.0430993771843,35,0,264500,265500,252500,255000,27001478,15.82,17.23,15.77,16.73,0
2026-07-20,-0.383125982583,-0.00377846031417,12,0,-0.0458795819324,0.161234536854,233,0,241000,257500,240000,244000,26804038,18.9,18.94,17.41,18.65,0
2026-07-21,0.0644232880778,0.332291624278,18,0,0.0135178351198,0.177320529202,57,0,247000,263500,243000,259000,20386896,17.48,17.99,16.86,17.05,0
2026-07-22,-0.144909908216,0.223891578417,29,0,0.24181864265,0.389377669248,45,0,276000,276000,260000,260500,22292003,17.42,19.49,16.64,16.64,0
2026-07-23,0.0264740920558,0.244598692439,33,0,0.273518867004,0.328328201311,35,0,269000,273000,263000,270000,16011816,17.67,20.31,17.32,18.7,0
2026-07-24,-0.305077913975,-0.0351915119675,28,0,0.156246786366,0.100131922089,28,0,266000,266500,247000,249500,26175580,18.96,19.05,17.41,18.58,0
2026-07-27,-0.398511630983,-0.178178751267,12,0,-0.0569352262219,0.0996670090955,109,0,257000,258500,246000,254000,23296044,17.62,19.93,17.53,18.67,0
2026-07-28,-0.261403552098,0.0457594706397,31,0,-0.275900269565,-0.0274566709041,26,0,238500,240000,218500,220000,41639623,19.05,19.52,17.88,18.21,0
2026-07-29,-0.202331264945,-0.03285653055,22,0,-0.100536612777,0.0894739798494,62,0,226500,234000,189200,208500,65555523,18.27,20.88,17.45,20.66,0
2026-07-30,-0.09205534539,0.06910023987,30,0,-0.159053455755,-0.0260684899661,41,0,214000,226000,202000,207000,46694193,19.56,20.08,17,17.09,0
2026-07-31,0.0666697122755,0.257222780081,47,0,0.219109028452,0.320937302,25,0,257000,267000,243000,262500,58478873,16.82,18.7,15.82,15.99,0
2026-08-03,-0.0742361827104,0.154010648311,24,0,-0.0244177263174,0.14813898598,207,0,248000,249500,238000,239500,27825493,16.03,16.3,15.54,15.86,0
2026-08-04,-0.277057511154,-0.0563798408059,17,0,0.0344635594458,0.231984419656,60,0,244500,244500,228000,240000,29433821,15.76,16.65,15.51,16.5,0
2026-08-05,-0.0687047337615,0.165423656285,13,0,0.110689097876,0.30061279916,35,0,254000,254500,244000,246000,22577128,16.15,18.43,15.48,15.81,0
2026-08-06,-0.062504766165,0.0306935877381,20,0,-0.0421472874862,0.131295142085,54,0,241500,246000,228000,230500,26101823,15.83,16.03,15.11,15.15,0
2026-08-07,-0.0101268801786,0.07559364195,14,0,-0.119592796967,-0.0449213409182,21,0,235000,239500,229000,231000,20546010,15.3,15.36,14.77,14.9,0
2026-08-10,-0.286164102247,0.0237316213689,44,0,0.0345719947318,0.220688769583,162,0,236000,238500,228500,230000,16327805,15.4,15.72,15.1,15.46,0
2026-08-11,-0.0768030464214,0.248889326786,14,0,-0.073330310166,0.131714525521,52,0,229500,243000,227500,239500,23310969,15.42,15.61,15.23,15.28,0
2026-08-12,0.0563408864176,0.414915975205,42,0,0.196556434777,0.259268853093,27,0,243500,260500,241000,255500,27102479,15.28,15.42,14.39,14.55,0
2026-08-13,-0.0543844410693,0.386599540645,40,0,0.0643379588899,0.329483144792,64,0,267500,271000,262500,268000,35530867,14.68,14.8,14.39,14.63,0
2026-08-14,-0.0237253319418,0.304597815836,39,0,0.228934159634,0.413306677824,50,0,275000,275500,266000,274500,21668266,14.64,14.72,14.18,14.25,0
