date,intraday_current_sentiment_index,intraday_future_sentiment_index,intraday_item_count,intraday_no_posts,overnight_current_sentiment_index,overnight_future_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume,kospi_ret,kosdaq_ret,vkospi_change,log_ret,realized_vol,parkinson_vol,realized_vol_lag1,realized_vol_lag2,realized_vol_lag3,log_ret_lag1,vkospi_change_lag1,sentiment_intraday_current,sentiment_intraday_future,sentiment_overnight_current,sentiment_overnight_future,target_vol_pk
2026-05-28,-0.163859836221,0.0229145067347,19,0,-0.198158896767,0.0841196740375,24,0,222500,223000,206500,218500,771344,16.76,16.85,15.61,15.74,0.0,-0.005289402663164082,-0.02571773343645566,0.011518599049282475,0.023149181866965622,0.056849145206879115,0.04616595597983586,0.06606679507029663,0.06925219872207307,0.07047470884089352,-0.02999071368368229,0.03874611542244207,-0.163859836221,0.0229145067347,0.0759951312215,0.363182392928,0.02107448528960426
2026-05-29,0.0179523636905,0.220223323667,21,0,0.0759951312215,0.363182392928,13,0,217500,217500,210000,217000,1318811,15.81,15.88,15.22,15.32,0.0,0.034917696415062364,-0.027131383897429653,0.03647737478233428,-0.006888660995185268,0.04998751677108588,0.02107448528960426,0.056849145206879115,0.06606679507029663,0.06925219872207307,0.023149181866965622,0.011518599049282475,0.0179523636905,0.220223323667,0.0864751927589,0.319816516217,0.028603558463886302
2026-06-01,-0.303271817093,-0.062729985113,27,0,0.0864751927589,0.319816516217,18,0,215000,215000,205000,207000,662016,15.88,16.34,15.71,16.05,0.0,0.036174057094032125,-0.023315862569351184,-0.0005387931164825781,-0.0471785602750905,0.030343963412319718,0.028603558463886302,0.04998751677108588,0.056849145206879115,0.06606679507029663,-0.006888660995185268,0.03647737478233428,-0.303271817093,-0.062729985113,-0.215858071115,0.125392409352,0.058094213210865504
2026-06-02,-0.252844830912,-0.0383086549017,26,0,-0.215858071115,0.125392409352,26,0,203500,218000,197900,198000,867237,16.28,16.29,15.71,15.77,0.0,0.0014906309628797592,-0.023121749102661956,-0.008388629897621028,-0.04445176257083381,0.029429531392890753,0.058094213210865504,0.030343963412319718,0.04998751677108588,0.056849145206879115,-0.0471785602750905,-0.0005387931164825781,-0.252844830912,-0.0383086549017,-0.1603974661,0.215396771077,0.037955290852132145
2026-06-08,-0.272691467532,-0.00622653956,28,0,-0.336355469564,-0.0793434675762,42,0,170000,171400,158500,159700,651414,20.29,20.35,17.94,18.92,0.0,-0.086494279834287,-0.09522140037675428,0.04251989867007792,-0.12021519696094365,0.04548204815279758,0.046991159377245476,0.03605560299623533,0.029853245564433948,0.029429531392890753,-0.09171987481747082,0.0,-0.272691467532,-0.00622653956,0.124064774459,0.282397235297,0.040860422888942045
2026-06-09,-0.199237232947,0.190348700432,29,0,0.124064774459,0.282397235297,22,0,161900,171800,160500,167600,663769,18.19,23.34,17.52,19.87,0.0,0.07866278703988659,0.06006488038040641,0.17439514537507006,0.04828313282701587,0.06757358516081974,0.040860422888942045,0.04548204815279758,0.03605560299623533,0.029853245564433948,-0.12021519696094365,0.04251989867007792,-0.199237232947,0.190348700432,-0.185231948483,0.00319637704348,0.042130341498332176
2026-06-10,-0.362306247733,-0.20404819464,6,0,-0.185231948483,0.00319637704348,23,0,166000,172700,161000,164500,536210,20.1,22.66,20.06,22.22,0.0,-0.04627004030917237,-0.016859483236135127,-0.032077591591677716,-0.018669617842556052,0.06834078524991154,0.042130341498332176,0.06757358516081974,0.04548204815279758,0.03605560299623533,0.04828313282701587,0.17439514537507006,-0.362306247733,-0.20404819464,-0.452247643754,-0.1097151516,0.03305986939846917
2026-06-11,-0.289893762864,0.0735533133678,27,0,-0.452247643754,-0.1097151516,8,0,159900,164300,155500,164300,898577,21.25,22.59,19.36,19.44,0.0,0.004276288126426035,0.046504253081989445,-0.011955735920148884,-0.00121654516220422,0.06857163694098886,0.03305986939846917,0.06834078524991154,0.06757358516081974,0.04548204815279758,-0.018669617842556052,-0.032077591591677716,-0.289893762864,0.0735533133678,-0.00589763051457,0.336724980766,0.0363877799821303
2026-06-12,-0.00798443947778,0.149372994022,9,0,-0.00589763051457,0.336724980766,23,0,172200,178600,168100,170000,642248,19.51,19.85,17.59,17.68,0.0,0.04528464232982864,0.03171076865340829,0.02945870715112491,0.03410441200703928,0.06638886038976036,0.0363877799821303,0.06857163694098886,0.06834078524991154,0.06757358516081974,-0.00121654516220422,-0.011955735920148884,-0.00798443947778,0.149372994022,0.033645939545,0.310478430236,0.03173764051624517
2026-06-15,-0.0705557417471,0.262110559801,24,0,0.033645939545,0.310478430236,20,0,178400,186500,176900,186500,510682,16.78,16.85,15.98,16.2,0.0,0.050685129306478435,0.004827742668672616,-0.023178355363575414,0.09263280203360856,0.04362315743527686,0.03173764051624517,0.06638886038976036,0.06857163694098886,0.06834078524991154,0.03410441200703928,0.02945870715112491,-0.0705557417471,0.262110559801,0.0631746363379,0.404114530515,0.023992776359302075
