date,intraday_sentiment_index,intraday_item_count,intraday_no_posts,overnight_sentiment_index,overnight_item_count,overnight_no_posts,open,high,low,close,volume,vix_open,vix_high,vix_low,vix_close,vix_volume,kospi_ret,kosdaq_ret,vkospi_change,log_ret,realized_vol,parkinson_vol,realized_vol_lag1,realized_vol_lag2,realized_vol_lag3,log_ret_lag1,vkospi_change_lag1,sentiment_intraday,sentiment_overnight,target_vol_5d,target_vol_pk
2026-03-05,-0.0942057136413,29,0,0.00110204992091,23,0,51200.0,52400.0,50300.0,51200.0,3724178.0,22.1100006104,25.8400001526,20.5499992371,23.75,0.0,0.09191438682694518,0.13191399237332288,-0.08650249702342977,0.0845286660140734,0.11344539472354383,0.02456386264225231,0.09799347222616915,0.061713212648571304,0.030724295566740358,-0.17770589086825675,0.24382375655174865,-0.0942057136413,-0.119908228561,0.1095003602622794,0.04467623900199154
2026-03-06,0.011379467376,24,0,-0.119908228561,23,0,50500.0,54400.0,50500.0,53600.0,2823937.0,23.2000007629,29.9300003052,22.9200000763,29.4899997711,0.0,0.00017369862615822717,0.03369640886107437,-0.1614580991590449,0.0458095360312942,0.1095003602622794,0.04467623900199154,0.11344539472354383,0.09799347222616915,0.061713212648571304,0.0845286660140734,-0.08650249702342977,0.011379467376,-0.0276190698274,0.10752243156549797,0.020565031388509444
2026-03-09,-0.00762640268546,26,0,-0.0276190698274,33,0,50100.0,50500.0,48800.0,50400.0,2045023.0,35.1199989319,35.2999992371,24.7600002289,25.5,0.0,-0.061476951957463666,-0.04643382692238556,0.13548261275578427,-0.06155789299943332,0.10752243156549797,0.020565031388509444,0.1095003602622794,0.11344539472354383,0.09799347222616915,0.0458095360312942,-0.1614580991590449,-0.00762640268546,-0.00600659317824,0.10492110493773905,0.018587517038710297
2026-03-10,-0.0148347738029,17,0,-0.00600659317824,30,0,51800.0,52500.0,50900.0,51800.0,1860754.0,24.3899993896,26.0100002289,22.1900005341,24.9300003052,0.0,0.05207185666196566,0.03161033914074941,-0.07530827237284868,0.027398974188114347,0.10492110493773905,0.018587517038710297,0.10752243156549797,0.1095003602622794,0.11344539472354383,-0.06155789299943332,0.13548261275578427,-0.0148347738029,-0.0123279286694,0.05668699444554881,0.030092212200052197
2026-03-11,-0.0967154661457,32,0,-0.0123279286694,19,0,52500.0,53200.0,50600.0,50900.0,1975641.0,24.8999996185,26.2299995422,23.75,24.2299995422,0.0,0.013885746517995191,-0.0007474137634651992,-0.05270865563972422,-0.01752722570896028,0.05668699444554881,0.030092212200052197,0.10492110493773905,0.10752243156549797,0.1095003602622794,0.027398974188114347,-0.07530827237284868,-0.0967154661457,0.138252648318,0.04181400626029039,0.01304330290384345
2026-03-12,-0.0556979779053,32,0,0.138252648318,20,0,50900.0,51200.0,50100.0,50400.0,1596311.0,25.4799995422,27.3299999237,24.6000003815,27.2900009155,0.0,-0.004770762720468504,0.010125981945933123,0.03361137928486695,-0.009871748479154117,0.04181400626029039,0.01304330290384345,0.05668699444554881,0.10492110493773905,0.10752243156549797,-0.01752722570896028,-0.05270865563972422,-0.0556979779053,0.00837628965942,0.03277546186564471,0.020400643755356287
2026-03-13,-0.0505683277865,25,0,0.00837628965942,26,0,49300.0,50900.0,49200.0,50600.0,1196401.0,27.8500003815,28.4699993134,24.6700000763,27.1900005341,0.0,-0.017345647249667098,0.003962879312819403,-0.0728257623426588,0.003960401216096914,0.03277546186564471,0.020400643755356287,0.04181400626029039,0.05668699444554881,0.10492110493773905,-0.009871748479154117,0.03361137928486695,-0.0505683277865,-0.0571004264331,0.017541881966739933,0.015415052901386174
2026-03-16,-0.00954977804615,19,0,-0.0571004264331,24,0,50900.0,51300.0,50000.0,50200.0,1248665.0,25.8799991608,26.4200000763,23.2299995422,23.5100002289,0.0,0.011345503497299767,-0.012805412297454483,-0.10561656482066413,-0.007936549595736303,0.017541881966739933,0.015415052901386174,0.03277546186564471,0.04181400626029039,0.05668699444554881,0.003960401216096914,-0.0728257623426588,-0.00954977804615,0.184070690042,0.015283570186906407,0.014021521041439998
2026-03-17,-0.174252740653,6,0,0.184070690042,21,0,51100.0,52000.0,50800.0,51300.0,1021895.0,24.5599994659,24.5799999237,21.8700008392,22.3700008392,0.0,0.01619826790552394,-0.0011866933526957916,-0.038598993163243764,0.02167572547904032,0.015283570186906407,0.014021521041439998,0.017541881966739933,0.03277546186564471,0.04181400626029039,-0.007936549595736303,-0.10561656482066413,-0.174252740653,-0.0605696687708,0.012586063266903681,0.012840476011068797
2026-03-18,-0.0109304860325,34,0,-0.0605696687708,14,0,52000.0,52000.0,50900.0,51500.0,1814895.0,21.5100002289,25.1299991608,21.4699993134,25.0900001526,0.0,0.04921658202791227,0.023848313586276662,0.029595716913284942,0.0038910554929667217,0.012586063266903681,0.012840476011068797,0.015283570186906407,0.017541881966739933,0.03277546186564471,0.02167572547904032,-0.038598993163243764,-0.0109304860325,0.000646177848466,0.018872436445867488,0.00598769869641702
